Menu Item ID,Menu Category,Menu Sub-Category,Menu Item Name,Ingredient Type,Ingredient ID,Ingredient Name,Quantity,Unit
540,Dessert,Traditional Sweets,Mixed Fruit Halwa,Inventory,13,Badam Milk Powder,0.2,LTR
541,Dessert,Traditional Sweets,Nethi Bobbattlu,Inventory,166,Sugar - Acasia,0.15,KG
541,Dessert,Traditional Sweets,Nethi Bobbattlu,Inventory,61,Ghee Desi,0.05,KG
541,Dessert,Traditional Sweets,Nethi Bobbattlu,Inventory,149,Spices Black Cardamom,0.001,KG
541,Dessert,Traditional Sweets,Nethi Bobbattlu,Inventory,13,Badam Milk Powder,0.2,LTR
542,Dessert,Traditional Sweets,Pala Munjalu,Inventory,166,Sugar - Acasia,0.15,KG
542,Dessert,Traditional Sweets,Pala Munjalu,Inventory,61,Ghee Desi,0.05,KG
542,Dessert,Traditional Sweets,Pala Munjalu,Inventory,149,Spices Black Cardamom,0.001,KG
542,Dessert,Traditional Sweets,Pala Munjalu,Inventory,13,Badam Milk Powder,0.2,LTR
543,Dessert,Traditional Sweets,Panchratan Halwa,Inventory,166,Sugar - Acasia,0.15,KG
543,Dessert,Traditional Sweets,Panchratan Halwa,Inventory,61,Ghee Desi,0.05,KG
543,Dessert,Traditional Sweets,Panchratan Halwa,Inventory,149,Spices Black Cardamom,0.001,KG
543,Dessert,Traditional Sweets,Panchratan Halwa,Inventory,13,Badam Milk Powder,0.2,LTR
544,Dessert,Traditional Sweets,Pineapple Halwa,Inventory,166,Sugar - Acasia,0.15,KG
544,Dessert,Traditional Sweets,Pineapple Halwa,Inventory,61,Ghee Desi,0.05,KG
544,Dessert,Traditional Sweets,Pineapple Halwa,Inventory,149,Spices Black Cardamom,0.001,KG
544,Dessert,Traditional Sweets,Pineapple Halwa,Inventory,13,Badam Milk Powder,0.2,LTR
545,Dessert,Traditional Sweets,Ravva Poornam,Inventory,166,Sugar - Acasia,0.15,KG
545,Dessert,Traditional Sweets,Ravva Poornam,Inventory,61,Ghee Desi,0.05,KG
545,Dessert,Traditional Sweets,Ravva Poornam,Inventory,149,Spices Black Cardamom,0.001,KG
545,Dessert,Traditional Sweets,Ravva Poornam,Inventory,13,Badam Milk Powder,0.2,LTR
546,Dessert,Traditional Sweets,Sabudana Poornam,Inventory,166,Sugar - Acasia,0.15,KG
546,Dessert,Traditional Sweets,Sabudana Poornam,Inventory,61,Ghee Desi,0.05,KG
546,Dessert,Traditional Sweets,Sabudana Poornam,Inventory,149,Spices Black Cardamom,0.001,KG
546,Dessert,Traditional Sweets,Sabudana Poornam,Inventory,13,Badam Milk Powder,0.2,LTR
547,Dessert,Traditional Sweets,Tati Boorelu,Inventory,166,Sugar - Acasia,0.15,KG
547,Dessert,Traditional Sweets,Tati Boorelu,Inventory,61,Ghee Desi,0.05,KG
547,Dessert,Traditional Sweets,Tati Boorelu,Inventory,149,Spices Black Cardamom,0.001,KG
547,Dessert,Traditional Sweets,Tati Boorelu,Inventory,13,Badam Milk Powder,0.2,LTR
548,International,Chinese Wok,American Chopsue,Fresh,N/A,Main Ingredient (Generic),0.2,KG
548,International,Chinese Wok,American Chopsue,Inventory,127,Salt - Table Salt,0.005,KG
548,International,Chinese Wok,American Chopsue,Inventory,89,Oil Refined Sunflower,0.02,LTR
549,International,Chinese Wok,American Corn Dice,Fresh,N/A,Main Ingredient (Generic),0.2,KG
549,International,Chinese Wok,American Corn Dice,Inventory,127,Salt - Table Salt,0.005,KG
549,International,Chinese Wok,American Corn Dice,Inventory,89,Oil Refined Sunflower,0.02,LTR
550,International,Chinese Wok,Bambina Rice,Fresh,N/A,Main Ingredient (Generic),0.2,KG
550,International,Chinese Wok,Bambina Rice,Inventory,127,Salt - Table Salt,0.005,KG
550,International,Chinese Wok,Bambina Rice,Inventory,89,Oil Refined Sunflower,0.02,LTR
551,International,Chinese Wok,Chinese Fried Rice,Fresh,N/A,Main Ingredient (Generic),0.2,KG
551,International,Chinese Wok,Chinese Fried Rice,Inventory,127,Salt - Table Salt,0.005,KG
551,International,Chinese Wok,Chinese Fried Rice,Inventory,89,Oil Refined Sunflower,0.02,LTR
552,International,Chinese Wok,Chop Stick,Fresh,N/A,Main Ingredient (Generic),0.2,KG
552,International,Chinese Wok,Chop Stick,Inventory,127,Salt - Table Salt,0.005,KG
552,International,Chinese Wok,Chop Stick,Inventory,89,Oil Refined Sunflower,0.02,LTR
553,International,Chinese Wok,Corn Cubes,Fresh,N/A,Main Ingredient (Generic),0.2,KG
553,International,Chinese Wok,Corn Cubes,Inventory,127,Salt - Table Salt,0.005,KG
553,International,Chinese Wok,Corn Cubes,Inventory,89,Oil Refined Sunflower,0.02,LTR
554,International,Chinese Wok,Mangolian Sizzler,Fresh,N/A,Main Ingredient (Generic),0.2,KG
554,International,Chinese Wok,Mangolian Sizzler,Inventory,127,Salt - Table Salt,0.005,KG
554,International,Chinese Wok,Mangolian Sizzler,Inventory,89,Oil Refined Sunflower,0.02,LTR
555,International,Chinese Wok,Paneer Corn,Fresh,N/A,Main Ingredient (Generic),0.2,KG
555,International,Chinese Wok,Paneer Corn,Inventory,127,Salt - Table Salt,0.005,KG
555,International,Chinese Wok,Paneer Corn,Inventory,89,Oil Refined Sunflower,0.02,LTR
556,International,Chinese Wok,Stir Fried Vegetables,Fresh,N/A,Main Ingredient (Generic),0.2,KG
556,International,Chinese Wok,Stir Fried Vegetables,Inventory,127,Salt - Table Salt,0.005,KG
556,International,Chinese Wok,Stir Fried Vegetables,Inventory,89,Oil Refined Sunflower,0.02,LTR
557,International,Chinese Wok,Veg Dumpling,Fresh,N/A,Main Ingredient (Generic),0.2,KG
557,International,Chinese Wok,Veg Dumpling,Inventory,127,Salt - Table Salt,0.005,KG
557,International,Chinese Wok,Veg Dumpling,Inventory,89,Oil Refined Sunflower,0.02,LTR
558,International,Chinese Wok,Veg Hakka Noodles,Fresh,N/A,Main Ingredient (Generic),0.2,KG
558,International,Chinese Wok,Veg Hakka Noodles,Inventory,127,Salt - Table Salt,0.005,KG
558,International,Chinese Wok,Veg Hakka Noodles,Inventory,89,Oil Refined Sunflower,0.02,LTR
559,International,Chinese Wok,Veg Manchuria,Fresh,N/A,Main Ingredient (Generic),0.2,KG
559,International,Chinese Wok,Veg Manchuria,Inventory,127,Salt - Table Salt,0.005,KG
559,International,Chinese Wok,Veg Manchuria,Inventory,89,Oil Refined Sunflower,0.02,LTR
560,International,Chinese Wok,Veg Soft Noodles,Fresh,N/A,Main Ingredient (Generic),0.2,KG
560,International,Chinese Wok,Veg Soft Noodles,Inventory,127,Salt - Table Salt,0.005,KG
560,International,Chinese Wok,Veg Soft Noodles,Inventory,89,Oil Refined Sunflower,0.02,LTR
561,International,Chinese Wok,Veg Tawa Sizzler,Fresh,N/A,Main Ingredient (Generic),0.2,KG
561,International,Chinese Wok,Veg Tawa Sizzler,Inventory,127,Salt - Table Salt,0.005,KG
561,International,Chinese Wok,Veg Tawa Sizzler,Inventory,89,Oil Refined Sunflower,0.02,LTR
562,International,Continental,Cheese Balls,Fresh,N/A,Main Ingredient (Generic),0.2,KG
562,International,Continental,Cheese Balls,Inventory,127,Salt - Table Salt,0.005,KG
562,International,Continental,Cheese Balls,Inventory,89,Oil Refined Sunflower,0.02,LTR
563,International,Continental,Onion Rings,Fresh,N/A,Main Ingredient (Generic),0.2,KG
563,International,Continental,Onion Rings,Inventory,127,Salt - Table Salt,0.005,KG
563,International,Continental,Onion Rings,Inventory,89,Oil Refined Sunflower,0.02,LTR
564,International,Continental,Spinach Corn Agratin,Fresh,N/A,Main Ingredient (Generic),0.2,KG
564,International,Continental,Spinach Corn Agratin,Inventory,127,Salt - Table Salt,0.005,KG
564,International,Continental,Spinach Corn Agratin,Inventory,89,Oil Refined Sunflower,0.02,LTR
565,International,Continental,Spinach Corn Au Gratin,Fresh,N/A,Main Ingredient (Generic),0.2,KG
565,International,Continental,Spinach Corn Au Gratin,Inventory,127,Salt - Table Salt,0.005,KG
565,International,Continental,Spinach Corn Au Gratin,Inventory,89,Oil Refined Sunflower,0.02,LTR
566,International,Continental,Stuffed Mushrooms,Fresh,N/A,Main Ingredient (Generic),0.2,KG
566,International,Continental,Stuffed Mushrooms,Inventory,127,Salt - Table Salt,0.005,KG
566,International,Continental,Stuffed Mushrooms,Inventory,89,Oil Refined Sunflower,0.02,LTR
567,International,Continental,Veg Agratin,Fresh,N/A,Main Ingredient (Generic),0.2,KG
567,International,Continental,Veg Agratin,Inventory,127,Salt - Table Salt,0.005,KG
567,International,Continental,Veg Agratin,Inventory,89,Oil Refined Sunflower,0.02,LTR
568,International,Continental,Veg Au Gratin,Fresh,N/A,Main Ingredient (Generic),0.2,KG
568,International,Continental,Veg Au Gratin,Inventory,127,Salt - Table Salt,0.005,KG
568,International,Continental,Veg Au Gratin,Inventory,89,Oil Refined Sunflower,0.02,LTR
569,International,Continental,Veg Moussaka,Fresh,N/A,Main Ingredient (Generic),0.2,KG
569,International,Continental,Veg Moussaka,Inventory,127,Salt - Table Salt,0.005,KG
569,International,Continental,Veg Moussaka,Inventory,89,Oil Refined Sunflower,0.02,LTR
570,International,Continental,Veg Musaka,Fresh,N/A,Main Ingredient (Generic),0.2,KG
570,International,Continental,Veg Musaka,Inventory,127,Salt - Table Salt,0.005,KG
570,International,Continental,Veg Musaka,Inventory,89,Oil Refined Sunflower,0.02,LTR
571,International,Mediterranean,Babaganoush,Fresh,N/A,Main Ingredient (Generic),0.2,KG
571,International,Mediterranean,Babaganoush,Inventory,127,Salt - Table Salt,0.005,KG
571,International,Mediterranean,Babaganoush,Inventory,89,Oil Refined Sunflower,0.02,LTR
572,International,Mediterranean,Dolma,Fresh,N/A,Main Ingredient (Generic),0.2,KG
572,International,Mediterranean,Dolma,Inventory,127,Salt - Table Salt,0.005,KG
572,International,Mediterranean,Dolma,Inventory,89,Oil Refined Sunflower,0.02,LTR
573,International,Mediterranean,Falafel,Fresh,N/A,Main Ingredient (Generic),0.2,KG
573,International,Mediterranean,Falafel,Inventory,127,Salt - Table Salt,0.005,KG
573,International,Mediterranean,Falafel,Inventory,89,Oil Refined Sunflower,0.02,LTR
574,International,Mediterranean,Hummos,Fresh,N/A,Main Ingredient (Generic),0.2,KG
574,International,Mediterranean,Hummos,Inventory,127,Salt - Table Salt,0.005,KG
574,International,Mediterranean,Hummos,Inventory,89,Oil Refined Sunflower,0.02,LTR
575,International,Mediterranean,Lebnah Ma Zatar,Fresh,N/A,Main Ingredient (Generic),0.2,KG
575,International,Mediterranean,Lebnah Ma Zatar,Inventory,127,Salt - Table Salt,0.005,KG
575,International,Mediterranean,Lebnah Ma Zatar,Inventory,89,Oil Refined Sunflower,0.02,LTR
576,International,Mediterranean,Pitha Pockets,Fresh,N/A,Main Ingredient (Generic),0.2,KG
576,International,Mediterranean,Pitha Pockets,Inventory,127,Salt - Table Salt,0.005,KG
576,International,Mediterranean,Pitha Pockets,Inventory,89,Oil Refined Sunflower,0.02,LTR
577,International,Mediterranean,Stuffed Bell Peppers,Fresh,N/A,Main Ingredient (Generic),0.2,KG
577,International,Mediterranean,Stuffed Bell Peppers,Inventory,127,Salt - Table Salt,0.005,KG
577,International,Mediterranean,Stuffed Bell Peppers,Inventory,89,Oil Refined Sunflower,0.02,LTR
578,International,Mediterranean,Veg Emista,Fresh,N/A,Main Ingredient (Generic),0.2,KG
578,International,Mediterranean,Veg Emista,Inventory,127,Salt - Table Salt,0.005,KG
578,International,Mediterranean,Veg Emista,Inventory,89,Oil Refined Sunflower,0.02,LTR
579,International,Mexican,Burritos,Fresh,N/A,Main Ingredient (Generic),0.2,KG
579,International,Mexican,Burritos,Inventory,127,Salt - Table Salt,0.005,KG
579,International,Mexican,Burritos,Inventory,89,Oil Refined Sunflower,0.02,LTR
580,International,Mexican,Enchiladas,Fresh,N/A,Main Ingredient (Generic),0.2,KG
580,International,Mexican,Enchiladas,Inventory,127,Salt - Table Salt,0.005,KG
580,International,Mexican,Enchiladas,Inventory,89,Oil Refined Sunflower,0.02,LTR
581,International,Mexican,Nachos,Fresh,N/A,Main Ingredient (Generic),0.2,KG
581,International,Mexican,Nachos,Inventory,127,Salt - Table Salt,0.005,KG
581,International,Mexican,Nachos,Inventory,89,Oil Refined Sunflower,0.02,LTR
582,International,Mexican,Tacos,Fresh,N/A,Main Ingredient (Generic),0.2,KG
582,International,Mexican,Tacos,Inventory,127,Salt - Table Salt,0.005,KG
582,International,Mexican,Tacos,Inventory,89,Oil Refined Sunflower,0.02,LTR
583,International,Mexican - Accompaniment,Guacamole,Fresh,N/A,Main Ingredient (Generic),0.2,KG
583,International,Mexican - Accompaniment,Guacamole,Inventory,127,Salt - Table Salt,0.005,KG
583,International,Mexican - Accompaniment,Guacamole,Inventory,89,Oil Refined Sunflower,0.02,LTR
584,International,Mexican - Accompaniment,Salsa Casera,Fresh,N/A,Main Ingredient (Generic),0.2,KG
584,International,Mexican - Accompaniment,Salsa Casera,Inventory,127,Salt - Table Salt,0.005,KG
584,International,Mexican - Accompaniment,Salsa Casera,Inventory,89,Oil Refined Sunflower,0.02,LTR
585,International,Pan Asia,Dolma Station,Fresh,N/A,Main Ingredient (Generic),0.2,KG
585,International,Pan Asia,Dolma Station,Inventory,127,Salt - Table Salt,0.005,KG
585,International,Pan Asia,Dolma Station,Inventory,89,Oil Refined Sunflower,0.02,LTR
586,International,Pan Asia,Padthai Noodles,Fresh,N/A,Main Ingredient (Generic),0.2,KG
586,International,Pan Asia,Padthai Noodles,Inventory,127,Salt - Table Salt,0.005,KG
586,International,Pan Asia,Padthai Noodles,Inventory,89,Oil Refined Sunflower,0.02,LTR
587,International,Pan Asia,Pancit Rice Noodles,Fresh,N/A,Main Ingredient (Generic),0.2,KG
587,International,Pan Asia,Pancit Rice Noodles,Inventory,127,Salt - Table Salt,0.005,KG
587,International,Pan Asia,Pancit Rice Noodles,Inventory,89,Oil Refined Sunflower,0.02,LTR
588,International,Pan Asia,Schezwan Fried Rice,Fresh,N/A,Main Ingredient (Generic),0.2,KG
588,International,Pan Asia,Schezwan Fried Rice,Inventory,127,Salt - Table Salt,0.005,KG
588,International,Pan Asia,Schezwan Fried Rice,Inventory,89,Oil Refined Sunflower,0.02,LTR
589,International,Pan Asia,Thai Veges In Red Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
589,International,Pan Asia,Thai Veges In Red Curry,Inventory,127,Salt - Table Salt,0.005,KG
589,International,Pan Asia,Thai Veges In Red Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
590,International,Pan Asia,Thai Vegies In Red Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
590,International,Pan Asia,Thai Vegies In Red Curry,Inventory,127,Salt - Table Salt,0.005,KG
590,International,Pan Asia,Thai Vegies In Red Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
591,International,Pan Asia,Veg Exotica In Hot Garlic Sauce,Fresh,N/A,Main Ingredient (Generic),0.2,KG
591,International,Pan Asia,Veg Exotica In Hot Garlic Sauce,Inventory,127,Salt - Table Salt,0.005,KG
591,International,Pan Asia,Veg Exotica In Hot Garlic Sauce,Inventory,89,Oil Refined Sunflower,0.02,LTR
592,International,Pan Asia,Veg Saute Station,Fresh,N/A,Main Ingredient (Generic),0.2,KG
592,International,Pan Asia,Veg Saute Station,Inventory,127,Salt - Table Salt,0.005,KG
592,International,Pan Asia,Veg Saute Station,Inventory,89,Oil Refined Sunflower,0.02,LTR
593,International,Pan Asia,Veg State Station,Fresh,N/A,Main Ingredient (Generic),0.2,KG
593,International,Pan Asia,Veg State Station,Inventory,127,Salt - Table Salt,0.005,KG
593,International,Pan Asia,Veg State Station,Inventory,89,Oil Refined Sunflower,0.02,LTR
594,International,Pan Asia,Veg Teppanyaki,Fresh,N/A,Main Ingredient (Generic),0.2,KG
594,International,Pan Asia,Veg Teppanyaki,Inventory,127,Salt - Table Salt,0.005,KG
594,International,Pan Asia,Veg Teppanyaki,Inventory,89,Oil Refined Sunflower,0.02,LTR
595,International,Pastas,Farfalle,Fresh,N/A,Main Ingredient (Generic),0.2,KG
595,International,Pastas,Farfalle,Inventory,127,Salt - Table Salt,0.005,KG
595,International,Pastas,Farfalle,Inventory,89,Oil Refined Sunflower,0.02,LTR
596,International,Pastas,Penne,Fresh,N/A,Main Ingredient (Generic),0.2,KG
596,International,Pastas,Penne,Inventory,127,Salt - Table Salt,0.005,KG
596,International,Pastas,Penne,Inventory,89,Oil Refined Sunflower,0.02,LTR
597,International,Pastas,Spaghetti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
597,International,Pastas,Spaghetti,Inventory,127,Salt - Table Salt,0.005,KG
597,International,Pastas,Spaghetti,Inventory,89,Oil Refined Sunflower,0.02,LTR
598,International,Pastas - Condiments,Chilli Flakes,Fresh,N/A,Main Ingredient (Generic),0.2,KG
598,International,Pastas - Condiments,Chilli Flakes,Inventory,127,Salt - Table Salt,0.005,KG
598,International,Pastas - Condiments,Chilli Flakes,Inventory,89,Oil Refined Sunflower,0.02,LTR
599,International,Pastas - Condiments,Gherkins,Fresh,N/A,Main Ingredient (Generic),0.2,KG
599,International,Pastas - Condiments,Gherkins,Inventory,127,Salt - Table Salt,0.005,KG
599,International,Pastas - Condiments,Gherkins,Inventory,89,Oil Refined Sunflower,0.02,LTR
600,International,Pastas - Condiments,Jalapenos,Fresh,N/A,Main Ingredient (Generic),0.2,KG
600,International,Pastas - Condiments,Jalapenos,Inventory,127,Salt - Table Salt,0.005,KG
600,International,Pastas - Condiments,Jalapenos,Inventory,89,Oil Refined Sunflower,0.02,LTR
601,International,Pastas - Condiments,Mushroom,Fresh,N/A,Main Ingredient (Generic),0.2,KG
601,International,Pastas - Condiments,Mushroom,Inventory,127,Salt - Table Salt,0.005,KG
601,International,Pastas - Condiments,Mushroom,Inventory,89,Oil Refined Sunflower,0.02,LTR
602,International,Pastas - Condiments,Olives,Fresh,N/A,Main Ingredient (Generic),0.2,KG
602,International,Pastas - Condiments,Olives,Inventory,127,Salt - Table Salt,0.005,KG
602,International,Pastas - Condiments,Olives,Inventory,89,Oil Refined Sunflower,0.02,LTR
603,International,Pastas - Condiments,Peppers,Fresh,N/A,Main Ingredient (Generic),0.2,KG
603,International,Pastas - Condiments,Peppers,Inventory,127,Salt - Table Salt,0.005,KG
603,International,Pastas - Condiments,Peppers,Inventory,89,Oil Refined Sunflower,0.02,LTR
604,International,Pastas - Herbs,Oregano,Fresh,N/A,Main Ingredient (Generic),0.2,KG
604,International,Pastas - Herbs,Oregano,Inventory,127,Salt - Table Salt,0.005,KG
604,International,Pastas - Herbs,Oregano,Inventory,89,Oil Refined Sunflower,0.02,LTR
605,International,Pastas - Herbs,Thyme,Fresh,N/A,Main Ingredient (Generic),0.2,KG
605,International,Pastas - Herbs,Thyme,Inventory,127,Salt - Table Salt,0.005,KG
605,International,Pastas - Herbs,Thyme,Inventory,89,Oil Refined Sunflower,0.02,LTR
606,International,Pastas - Sauces,Cream Cheese,Fresh,N/A,Main Ingredient (Generic),0.2,KG
606,International,Pastas - Sauces,Cream Cheese,Inventory,127,Salt - Table Salt,0.005,KG
606,International,Pastas - Sauces,Cream Cheese,Inventory,89,Oil Refined Sunflower,0.02,LTR
607,International,Pastas - Sauces,Tomato Basil,Fresh,N/A,Main Ingredient (Generic),0.2,KG
607,International,Pastas - Sauces,Tomato Basil,Inventory,127,Salt - Table Salt,0.005,KG
607,International,Pastas - Sauces,Tomato Basil,Inventory,89,Oil Refined Sunflower,0.02,LTR
608,Main Course,Biryani,All Mix Veg Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
608,Main Course,Biryani,All Mix Veg Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
608,Main Course,Biryani,All Mix Veg Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
608,Main Course,Biryani,All Mix Veg Biryani,Inventory,61,Ghee Desi,0.02,KG
608,Main Course,Biryani,All Mix Veg Biryani,Inventory,127,Salt - Table Salt,0.008,KG
608,Main Course,Biryani,All Mix Veg Biryani,Inventory,163,Spices - Cardamom,0.001,KG
608,Main Course,Biryani,All Mix Veg Biryani,Inventory,165,Spices - Cloves,0.001,KG
608,Main Course,Biryani,All Mix Veg Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
608,Main Course,Biryani,All Mix Veg Biryani,Fresh,N/A,Onion,0.1,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
609,Main Course,Biryani,Aloo Pudina Biryani,Inventory,61,Ghee Desi,0.02,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Inventory,127,Salt - Table Salt,0.008,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Inventory,163,Spices - Cardamom,0.001,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Inventory,165,Spices - Cloves,0.001,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
609,Main Course,Biryani,Aloo Pudina Biryani,Fresh,N/A,Onion,0.1,KG
610,Main Course,Biryani,Avakai Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
610,Main Course,Biryani,Avakai Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
610,Main Course,Biryani,Avakai Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
610,Main Course,Biryani,Avakai Biryani,Inventory,61,Ghee Desi,0.02,KG
610,Main Course,Biryani,Avakai Biryani,Inventory,127,Salt - Table Salt,0.008,KG
610,Main Course,Biryani,Avakai Biryani,Inventory,163,Spices - Cardamom,0.001,KG
610,Main Course,Biryani,Avakai Biryani,Inventory,165,Spices - Cloves,0.001,KG
610,Main Course,Biryani,Avakai Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
610,Main Course,Biryani,Avakai Biryani,Fresh,N/A,Onion,0.1,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Inventory,117,Rice - Basmati G 1,0.2,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Inventory,89,Oil Refined Sunflower,0.05,LTR
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Inventory,61,Ghee Desi,0.02,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Inventory,127,Salt - Table Salt,0.008,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Inventory,163,Spices - Cardamom,0.001,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Inventory,165,Spices - Cloves,0.001,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Inventory,164,Spices - Cinnamon,0.001,KG
611,Main Course,Biryani,Bilal Mushroom Biryani With Katta,Fresh,N/A,Onion,0.1,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Inventory,117,Rice - Basmati G 1,0.2,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Inventory,89,Oil Refined Sunflower,0.05,LTR
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Inventory,61,Ghee Desi,0.02,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Inventory,127,Salt - Table Salt,0.008,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Inventory,163,Spices - Cardamom,0.001,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Inventory,165,Spices - Cloves,0.001,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Inventory,164,Spices - Cinnamon,0.001,KG
612,Main Course,Biryani,Bilal Panasakaya Biryani With Katta,Fresh,N/A,Onion,0.1,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Inventory,61,Ghee Desi,0.02,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Inventory,127,Salt - Table Salt,0.008,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Inventory,163,Spices - Cardamom,0.001,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Inventory,165,Spices - Cloves,0.001,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
613,Main Course,Biryani,Hyderabadi Ulavacharu Veg Dum Biryani,Fresh,N/A,Onion,0.1,KG
614,Main Course,Biryani,Kathal Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
614,Main Course,Biryani,Kathal Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
614,Main Course,Biryani,Kathal Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
614,Main Course,Biryani,Kathal Biryani,Inventory,61,Ghee Desi,0.02,KG
614,Main Course,Biryani,Kathal Biryani,Inventory,127,Salt - Table Salt,0.008,KG
614,Main Course,Biryani,Kathal Biryani,Inventory,163,Spices - Cardamom,0.001,KG
614,Main Course,Biryani,Kathal Biryani,Inventory,165,Spices - Cloves,0.001,KG
614,Main Course,Biryani,Kathal Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
614,Main Course,Biryani,Kathal Biryani,Fresh,N/A,Onion,0.1,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
615,Main Course,Biryani,Mixed Vegetable Biryani,Inventory,61,Ghee Desi,0.02,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Inventory,127,Salt - Table Salt,0.008,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Inventory,163,Spices - Cardamom,0.001,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Inventory,165,Spices - Cloves,0.001,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
615,Main Course,Biryani,Mixed Vegetable Biryani,Fresh,N/A,Onion,0.1,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Inventory,61,Ghee Desi,0.02,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Inventory,127,Salt - Table Salt,0.008,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Inventory,163,Spices - Cardamom,0.001,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Inventory,165,Spices - Cloves,0.001,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
616,Main Course,Biryani,Paneer & Baby Corn Biryani,Fresh,N/A,Onion,0.1,KG
